name,arm,c_px,L_over_A,iou,abs_err_cd_mean,cd_ref,cd_pert,ler_ref,ler_pert,lwr_ref,lwr_pert
00000049,constant,1.0,0.02527942757549675,0.97549686782412,2.0,79.708740234375,81.708740234375,4.331215937801186,4.331215937801186,5.537613239937598,5.537613239937598
00000049,rademacher,1.0,0.02527942757549675,0.9751856687478914,0.0390625,79.708740234375,79.669677734375,4.331215937801186,5.291959821377787,5.537613239937598,7.039226977067802
00000049,gaussian,1.0,0.02527942757549675,0.9751358387189538,0.107421875,79.708740234375,79.601318359375,4.331215937801186,5.811919358581034,5.537613239937598,7.803239434088377
00000049,constant,2.0,0.02527942757549675,0.952174153977175,4.0,79.708740234375,83.708740234375,4.331215937801186,4.331215937801186,5.537613239937598,5.537613239937598
00000049,rademacher,2.0,0.02527942757549675,0.9509796302661665,0.0546875,79.708740234375,79.654052734375,4.331215937801186,7.370806003762026,5.537613239937598,10.250611110770745
00000049,gaussian,2.0,0.02527942757549675,0.9525545807771573,0.04296875,79.708740234375,79.665771484375,4.331215937801186,8.756112042178664,5.537613239937598,12.068507539411014
00000049,constant,3.0,0.02527942757549675,0.9299512195121952,6.0,79.708740234375,85.708740234375,4.331215937801186,4.331215937801186,5.537613239937598,5.537613239937598
00000049,rademacher,3.0,0.02527942757549675,0.9274258403141246,0.03515625,79.708740234375,79.743896484375,4.331215937801186,9.98723067246726,5.537613239937598,13.710021908965691
00000049,gaussian,3.0,0.02527942757549675,0.9274332644010733,0.3486328125,79.708740234375,79.360107421875,4.331215937801186,12.105388080535564,5.537613239937598,17.018969468420604
00000051,constant,1.0,0.021552483368185247,0.9829132299278174,1.6747252747252759,97.36747252747253,99.0421978021978,18.736996734420888,18.700954267163823,47.3299321360416,47.27346454118877
00000051,rademacher,1.0,0.021552483368185247,0.9812084081073703,0.05758241758242377,97.36747252747253,97.3098901098901,18.736996734420888,19.116661716565744,47.3299321360416,47.788652294286074
00000051,gaussian,1.0,0.021552483368185247,0.9826390133725308,0.10482404529038547,97.36747252747253,97.26264848218214,18.736996734420888,19.116382226455865,47.3299321360416,47.40128788053838
00000051,constant,2.0,0.021552483368185247,0.9664511848589474,3.3494505494505518,97.36747252747253,100.71692307692308,18.736996734420888,18.667358896178307,47.3299321360416,47.21774872358913
00000051,rademacher,2.0,0.021552483368185247,0.9624996669597421,0.26668027395140825,97.36747252747253,97.10079225352112,18.736996734420888,19.337427221771904,47.3299321360416,47.079918456794175
00000051,gaussian,2.0,0.021552483368185247,0.962027113980785,0.19889858381056058,97.36747252747253,97.16857394366197,18.736996734420888,20.22301815397957,47.3299321360416,48.18575900856661
