split,name,pred_foreground_ratio,pred_component_count,pred_profile_count,pred_profile_total_length,pred_cd_mean,pred_cd_std,pred_lwr_3sigma,pred_ler_low_3sigma,pred_ler_high_3sigma,pred_ler_mean_3sigma,pred_edge_psd_hf_ratio_1d,pred_necking_score,pred_bulging_score,disagreement,fg_dev,cc_dev,label
in_dist,00000087,0.37540054,7.0,7.0,2491.0,39.505821,2.5107003,7.5321009,3.3067878,4.2796369,3.7932124,0.055789604,0.90695434,0.14756309,0.0066400633046583835,0.0004882800000000076,0.0,False
in_dist,00000090,0.26470947,8.0,8.0,2275.0,30.502418,3.1179686,9.3539057,4.5459734,4.7205284,4.6332509,0.027642675,0.97636544,0.2724808,0.009203988164997234,0.00030135999999997276,0.0,False
in_dist,00000096,0.29369736,4.0,4.0,1894.0,40.649947,1.9772266,5.9316797,3.1955051,3.4774004,3.3364528,0.046271513,0.90302625,0.073675381,0.006280612509230288,0.00036620999999997794,0.0,False
in_dist,00000104,0.48337555,6.0,6.0,3072.0,41.248047,0.89126449,2.6737935,1.932919,1.92925,1.9310845,0.043338095,0.072645389,0.058868796,0.005981969314337809,0.0001716600000000179,0.0,False
in_dist,00000108,0.325737,4.0,4.0,2048.0,41.694336,0.98636343,2.9590903,2.0227231,2.0736432,2.0481832,0.042611265,0.068743587,0.082147386,0.005863262950850268,0.0004997199999999813,0.0,False
in_dist,00000109,0.44438934,6.0,6.0,3072.0,37.921224,0.85067158,2.5520147,1.6850693,1.6509204,1.6679948,0.037377245,0.084302089,0.08218844,0.005710598068693451,0.0002403299999999553,0.0,False
in_dist,00000120,0.57701492,10.0,10.0,4717.0,32.052576,1.6589264,4.9767791,3.9543474,4.180097,4.0672222,0.034865971,0.82725832,0.1635776,0.010435689142621718,0.0006332399999999794,0.0,False
in_dist,00000122,0.42054367,6.0,6.0,3072.0,35.886393,0.89031828,2.6709548,2.1703069,1.8243365,1.9973217,0.034921622,0.25159876,0.12260186,0.006303387670572591,0.0004882800000000076,0.0,True
in_dist,00000131,0.36274719,5.0,5.0,2331.0,40.775204,1.4446986,4.3340959,2.8733608,2.7070655,2.7902132,0.034053942,0.82337732,0.084967903,0.00896870970971031,0.00019074000000002256,1.0,False
in_dist,00000132,0.36049652,11.0,11.0,2662.0,35.495868,3.7158684,11.147605,6.2644043,7.5237695,6.8940869,0.022812915,0.9754902,0.39779559,0.009156405763211417,0.00016785000000002492,0.0,False
in_dist,00000135,0.45060349,6.0,6.0,3003.0,39.334998,1.2681406,3.8044218,2.5086129,2.3481074,2.4283601,0.046360839,0.90308466,0.076365165,0.006627958131932399,0.0005455000000000321,0.0,False
in_dist,00000144,0.54224396,7.0,7.0,3584.0,39.661272,0.87767536,2.6330261,1.6836965,1.9754598,1.8295781,0.040673621,0.066935921,0.073477556,0.005806637813971061,0.0004844600000000199,0.0,False
in_dist,00000148,0.2565155,16.0,16.0,1562.0,43.198464,8.6489729,25.946919,13.419422,10.79106,12.105241,0.02728349,0.98076923,1.0909091,0.03794334750387229,0.0003509500000000165,1.0,False
in_dist,00000155,0.34060669,8.0,8.0,2194.0,40.696445,2.7799477,8.339843,8.2152499,7.4178384,7.8165441,0.024329056,0.97409544,0.28629857,0.007188901044891671,0.0002479499999999968,0.0,False
in_dist,00000159,0.52064896,7.0,7.0,3584.0,38.081752,0.80843826,2.4253148,1.4879509,1.8307697,1.6593603,0.043409426,0.089394365,0.085992046,0.006301996564473611,0.0002594000000000207,0.0,False
in_dist,00000164,0.62678528,8.0,8.0,4096.0,40.114258,0.97600147,2.9280044,2.2298438,2.3114828,2.2706633,0.035792218,0.07337116,0.077261829,0.007672199672659752,9.537000000003903e-05,0.0,False
in_dist,00000175,0.62312317,17.0,17.0,6413.0,25.451895,2.0116037,6.0348112,3.2888338,3.1805626,3.2346982,0.034605984,0.95101553,0.69379383,0.014232843213700441,0.0019645699999999433,0.0,False
in_dist,00000186,0.3853035,5.0,5.0,2560.0,39.455078,0.94376267,2.831288,2.0210651,1.6147981,1.8179316,0.039544797,0.088882645,0.078954763,0.005678861805017532,0.00020217999999999625,0.0,False
in_dist,00000197,0.57069016,8.0,8.0,4096.0,36.52417,0.81137194,2.4341158,1.827021,1.549626,1.6883235,0.0479637,0.089373055,0.081369498,0.006503333773632769,0.0006027200000000565,0.0,False
in_dist,00000416,0.58052063,8.0,8.0,4096.0,37.15332,0.86200283,2.5860085,1.7471396,1.9526436,1.8498916,0.043254661,0.17640751,0.098123324,0.007943905251416417,0.00022506999999993837,0.0,False
in_dist,00000418,0.61846542,11.0,11.0,4917.0,32.972748,1.7860248,5.3580744,4.7700373,4.3956142,4.5828258,0.036714767,0.90743966,0.27294347,0.007572304164342403,0.00044632000000000005,0.0,False
in_dist,00000423,0.47598648,6.0,6.0,3072.0,40.617513,0.81783238,2.4534971,1.8940848,1.7415756,1.8178302,0.0491422,0.061620765,0.066878349,0.0059369590155168295,7.629000000003439e-05,0.0,False
in_dist,00000429,0.50972366,10.0,10.0,3726.0,35.86205,1.4366907,4.310072,3.5814857,3.1197882,3.3506369,0.032959197,0.90421456,0.19242902,0.006593077133118297,0.00025558999999997223,0.0,False
in_dist,00000430,0.39528275,9.0,9.0,2691.0,38.506503,4.1819711,12.545913,9.6007862,8.6848423,9.1428143,0.014417876,0.92130215,0.31683168,0.007476211051354098,0.0007285999999999682,0.0,True
in_dist,00000432,0.57989883,8.0,8.0,4096.0,37.113525,0.9541859,2.8625577,2.2440583,1.8638604,2.0539593,0.037047485,0.14512314,0.13983581,0.007475798513203458,0.00044632000000000005,0.0,True
in_dist,00000434,0.47491074,6.0,6.0,3072.0,40.525716,0.93086146,2.7925844,2.1675856,2.0910629,2.1293243,0.040067026,0.076251068,0.060459611,0.006868163864286125,0.00044632000000000005,0.0,False
in_dist,00000451,0.54555511,10.0,10.0,4033.0,35.446814,2.6133255,7.8399765,7.4739109,5.6538479,6.5638794,0.013020163,0.88235294,1.3932584,0.009531258926969488,0.00041581000000001644,1.0,True
in_dist,00000454,0.5451622,11.0,11.0,4108.0,34.790896,3.7230461,11.169138,6.9875231,7.6260882,7.3068056,0.009104959,0.9748009,0.40782123,0.009089374471322409,0.00045013999999998777,1.0,False
in_dist,00000461,0.38924026,9.0,9.0,2568.0,39.734034,3.3991062,10.197318,7.1414163,7.2409902,7.1912033,0.023249903,0.97305864,0.2972167,0.007101669043147907,0.0002670200000000067,0.0,False
in_dist,00000463,0.5124054,8.0,8.0,1784.0,75.411996,4.1637954,12.491386,6.541634,5.8522055,6.1969197,0.02468575,0.95365602,0.15994882,0.008706213031524412,0.00029372999999999205,0.0,False
in_dist,00000469,0.34397888,9.0,9.0,1527.0,59.051735,8.0073659,24.022098,10.425424,10.30624,10.365832,0.02966873,0.96844864,0.32336018,0.007274305330997044,6.10400000000122e-05,0.0,False
in_dist,00000471,0.2830162,16.0,16.0,2005.0,37.00399,7.9240289,23.772087,11.494996,11.662585,11.57879,0.0059734368,0.97578023,0.37376238,0.01222725615103959,8.009999999997186e-05,0.0,False
in_dist,00000474,0.53749466,7.0,7.0,3519.0,40.040068,1.391012,4.173036,2.8875737,2.5261494,2.7068615,0.04329094,0.927266,0.091631536,0.006857855631215215,0.0006446799999999531,0.0,False
in_dist,00000477,0.60844803,9.0,9.0,4608.0,34.613932,0.77548288,2.3264486,1.8270735,1.5696177,1.6983456,0.047297132,0.092198582,0.068583686,0.007100733007295967,0.0007514899999999658,0.0,False
in_dist,00000485,0.3057518,4.0,4.0,2048.0,39.13623,0.86405158,2.5921547,2.1092063,1.5299553,1.8195808,0.035499368,0.071212615,0.06518724,0.006357700258775689,0.00030135999999997276,0.0,False
in_dist,00000491,0.45929337,6.0,6.0,3072.0,39.193034,1.0696806,3.2090419,2.3638285,1.6847681,2.0242983,0.034680334,0.29076942,0.063845863,0.005636516816413084,0.00017548000000000563,0.0,False
in_dist,00000505,0.32019043,15.0,15.0,1993.0,42.115404,7.5653475,22.696043,11.040988,10.402524,10.721756,0.018757882,0.97613009,0.41215107,0.008832561018589757,2.2890000000053146e-05,0.0,False
in_dist,00000506,0.50153732,10.0,10.0,3472.0,37.867224,2.1321991,6.3965972,5.0745713,4.180844,4.6277077,0.029259317,0.91876957,0.30136986,0.00897265159315408,0.00032044000000008843,0.0,False
in_dist,00000507,0.57579803,8.0,8.0,4096.0,36.851074,0.89681674,2.6904502,1.9202649,1.7149111,1.817588,0.040182875,0.15055993,0.20337343,0.0060483685142666,0.00011826000000003667,0.0,False
in_dist,00000508,0.57364273,8.0,8.0,4096.0,36.713135,0.86871996,2.6061599,1.9660572,1.7930883,1.8795727,0.041293699,0.12752059,0.090599262,0.006197150942651608,0.00019073999999996705,0.0,False
in_dist,00000510,0.51460648,7.0,7.0,3584.0,37.639788,0.84806714,2.5442014,1.5865522,1.8585868,1.7225695,0.047198851,0.089349236,0.080433822,0.006341525873806653,8.01099999999666e-05,0.0,False
in_dist,00000516,0.43014526,9.0,9.0,3269.0,34.493729,3.0470499,9.1411496,4.0953247,4.6260829,4.3607038,0.028670289,0.97084785,0.8866575,0.009729822240161501,0.0011520400000000208,1.0,False
in_dist,00000520,0.36969376,10.0,10.0,1443.0,67.591823,5.7789894,17.336968,7.9969874,7.6579923,7.8274898,0.01743618,0.95220006,0.35125,0.013135368127399238,0.0025367700000000215,0.0,False
in_dist,00000521,0.32752609,4.0,4.0,2048.0,41.92334,0.92175831,2.7652749,1.8954874,2.0221341,1.9588107,0.046352156,0.064160847,0.064744212,0.007159118279443377,0.00013732999999999107,0.0,False
in_dist,00000523,0.38999176,14.0,14.0,2572.0,39.752722,5.6849709,17.054913,8.9096478,7.4976863,8.2036671,0.018371475,0.9763545,0.19505359,0.008748584778706547,0.0004692099999999977,0.0,False
in_dist,00000538,0.32331467,4.0,4.0,2048.0,41.384277,0.9059308,2.7177924,2.0416229,2.1069341,2.0742785,0.042779974,0.069580604,0.056462202,0.007167578991973067,0.0006103499999999817,0.0,False
in_dist,00000547,0.40652084,5.0,5.0,2560.0,41.627734,0.93076553,2.7922966,1.9697978,1.9848928,1.9773453,0.044558893,0.064511595,0.064499362,0.00630330324777828,8.774000000000282e-05,0.0,False
in_dist,00000551,0.33295441,8.0,8.0,2482.0,35.12087,3.1685575,9.5056725,5.1028015,4.3941761,4.7484888,0.025524533,0.97567836,0.17745547,0.013540033147576125,0.0026130600000000004,1.0,True
in_dist,00000553,0.49763107,7.0,7.0,3584.0,36.398158,0.88217216,2.6465165,1.9424733,1.6051895,1.7738314,0.049034693,0.16065574,0.091147541,0.0080384312205245,0.0004844600000000199,0.0,True
in_dist,00000560,0.27777863,12.0,12.0,1536.0,47.413411,8.8800287,26.640086,11.70532,12.608431,12.156876,0.015205738,0.97518028,0.33410673,0.008744048463048215,0.0003204299999999827,0.0,False
in_dist,00000562,0.3256073,4.0,4.0,2048.0,41.677734,0.9375065,2.8125195,2.0335494,1.9352466,1.984398,0.042170604,0.065168539,0.063142992,0.005698113741943067,7.247999999998589e-05,0.0,False
in_dist,00000568,0.38419342,5.0,5.0,2560.0,39.341406,0.84026843,2.5208053,1.9282712,1.6715581,1.7999146,0.041425865,0.060550459,0.063061323,0.00641689210757157,0.0002403300000000108,0.0,False
in_dist,00000569,0.47168732,7.0,7.0,3528.0,35.048186,2.1734614,6.5203841,5.5617399,3.7255274,4.6436337,0.02373438,0.85382201,1.3893805,0.0055879889159314855,8.01099999999666e-05,0.0,False
in_dist,00000572,0.43648529,6.0,6.0,2876.0,39.785118,1.0656883,3.1970649,1.6403403,2.4717077,2.056024,0.047408356,0.91116109,0.06606691,0.0068473993766388075,0.00013733000000004658,0.0,False
in_dist,00000576,0.29888535,7.0,7.0,1895.0,41.346174,2.8429248,8.5287743,4.4682828,4.386891,4.4275869,0.03784693,0.97551291,0.37086093,0.011270492089682116,0.0006446800000000086,0.0,False
in_dist,00000577,0.30329895,4.0,4.0,2048.0,38.822266,0.90449427,2.7134828,2.0741134,1.5832091,1.8286613,0.042082008,0.063634232,0.059393369,0.006223659469381304,0.0004882800000000076,0.0,False
in_dist,00000580,0.62243652,8.0,8.0,4096.0,39.835938,0.9226846,2.7680538,2.1475233,2.1033653,2.1254443,0.039152087,0.077431303,0.062450593,0.007293473341393519,0.00037384000000006967,0.0,False
in_dist,00000581,0.32782364,4.0,4.0,2048.0,41.961426,1.020122,3.0603661,2.105965,2.0593326,2.0826488,0.046244529,0.091944367,0.051727358,0.007412041650209034,0.00028991999999999907,0.0,False
in_dist,00000586,0.32524872,4.0,4.0,2048.0,41.631836,0.95989725,2.8796918,1.9463235,2.1430246,2.0446741,0.041945484,0.087814712,0.081257499,0.006305457389517044,0.0001449600000000273,0.0,False
in_dist,00000587,0.40736389,5.0,5.0,2560.0,41.714062,0.86369018,2.5910705,1.8487106,1.7179189,1.7833147,0.054560931,0.063194933,0.070831009,0.0059848762838731195,6.10400000000122e-05,0.0,False
in_dist,00000588,0.49368668,8.0,8.0,3556.0,36.393982,1.3535818,4.0607455,3.6732149,3.4394397,3.5563273,0.03160411,0.87208934,0.14634146,0.006037133706484732,6.10400000000122e-05,0.0,False
in_dist,00000590,0.45622635,6.0,6.0,3072.0,38.931315,0.86504934,2.595148,1.6321254,1.7742582,1.7031918,0.044760766,0.085714286,0.080519481,0.006209982541662495,5.339999999998124e-05,0.0,False
in_dist,00000601,0.399086,8.0,8.0,2717.0,38.487302,0.91753857,2.7526157,1.7692217,1.9466607,1.8579412,0.045049098,0.58490566,0.41935484,0.013895652424085303,0.0020027200000000134,2.0,True
in_dist,00000602,0.26621246,5.0,5.0,1847.0,37.783433,3.5900658,10.770197,5.3497061,8.6286317,6.9891689,0.01364168,0.8716611,0.20312059,0.007039877152370866,0.00032807000000001363,0.0,False
in_dist,00000611,0.47879791,9.0,9.0,3623.0,34.643665,2.0314719,6.0944157,5.7209098,4.5348705,5.1278902,0.083910087,0.9736442,0.31214953,0.007196312778301128,0.00016785000000002492,0.0,False
in_dist,00000616,0.28723145,11.0,11.0,2431.0,30.973262,3.4799949,10.439985,5.1708393,4.7101665,4.9405029,0.025194122,0.90306627,0.32515337,0.008770750553180107,1.1439999999973693e-05,0.0,False
in_dist,00000622,0.40017319,5.0,5.0,2560.0,40.977734,1.0077306,3.0231918,2.1283677,2.2223221,2.1753449,0.040872927,0.1098581,0.082605018,0.006145254380591658,0.00011443999999999344,0.0,False
in_dist,00000628,0.32897949,4.0,4.0,2048.0,42.113281,0.93796421,2.8138926,1.9260852,1.9599486,1.9430169,0.049698022,0.067482371,0.068447412,0.007245518415641361,0.000457770000000024,0.0,False
in_dist,00000631,0.56538773,9.0,9.0,4201.0,35.280409,1.423944,4.271832,3.1214394,3.6154459,3.3684427,0.035204165,0.91548497,0.18165208,0.006611748261109551,0.00011063000000000045,0.0,False
in_dist,00000632,0.62127304,8.0,8.0,4096.0,39.761475,0.89886373,2.6965912,1.9969673,2.0839864,2.0404768,0.041298414,0.066476125,0.06650796,0.007018678726009697,0.0005455000000000876,0.0,False
in_dist,00000638,0.38752747,5.0,5.0,2560.0,39.682812,0.84901771,2.5470531,1.5548033,1.8896535,1.7222284,0.03936995,0.057401813,0.063444109,0.005276658171559201,0.0002288899999999816,0.0,False
in_dist,00000639,0.38804626,5.0,5.0,2560.0,39.735937,0.91239915,2.7371974,1.6207497,1.8716884,1.746219,0.04077779,0.085241431,0.059194132,0.0053926218055476705,1.5249999999966679e-05,0.0,False
in_dist,00000645,0.40836334,6.0,6.0,3072.0,34.847005,0.76686018,2.3005805,1.6778107,1.6730037,1.6754072,0.035206881,0.09256987,0.11683708,0.006350678571605428,0.00018310999999998634,0.0,False
in_dist,00000648,0.48071289,6.0,6.0,3072.0,41.020833,0.9111394,2.7334182,1.9535003,2.0163871,1.9849437,0.046388967,0.074537411,0.07158826,0.006805441195805506,1.5260000000016927e-05,0.0,False
in_dist,00000652,0.38262939,5.0,5.0,2560.0,39.18125,0.84508159,2.5352448,1.9596131,1.8689094,1.9142612,0.048970229,0.068620515,0.068482618,0.006324829332164383,0.00011824999999998642,0.0,False
in_dist,00000655,0.48252487,6.0,6.0,3072.0,41.175456,0.93664595,2.8099378,2.0129003,1.9282186,1.9705595,0.045363068,0.092410319,0.074842552,0.006542876992989943,9.917999999997651e-05,0.0,False
in_dist,00000658,0.62486649,8.0,8.0,4096.0,39.991455,0.90688949,2.7206685,2.0934061,2.0737455,2.0835758,0.037353399,0.076848107,0.079495903,0.00637891334708629,0.0005378800000001016,0.0,False
in_dist,00000661,0.3540802,7.0,7.0,2677.0,34.673142,2.4740451,7.4221353,4.1498965,4.4441511,4.2970238,0.029288548,0.97583388,0.20426439,0.008550960392571638,0.00044632000000000005,0.0,True
in_dist,00000667,0.48995972,7.0,7.0,3584.0,35.837054,0.83222044,2.4966613,1.7132781,1.6624779,1.687878,0.036702322,0.10729614,0.098712446,0.005966185830131754,0.00020217999999999625,0.0,False
in_dist,00000669,0.32303619,4.0,4.0,2048.0,41.348633,0.89843771,2.6953131,1.9603354,1.9944998,1.9774176,0.044745883,0.07517021,0.067111296,0.006185886464503909,0.00013351000000000335,0.0,False
in_dist,00000670,0.29711151,12.0,12.0,1627.0,47.870928,6.2583865,18.77516,8.2831946,8.98052,8.6318573,0.012746449,0.95136476,0.39419795,0.00793716432063929,0.00045775999999997374,0.0,False
in_dist,00000677,0.57907104,12.0,12.0,5062.0,29.98874,1.9637686,5.8913057,5.1603646,6.3335658,5.7469652,0.028554966,0.92423159,0.3921945,0.010547154703584583,1.9070000000009912e-05,0.0,False
in_dist,00000681,0.4295845,6.0,6.0,2835.0,39.722399,1.7671541,5.3014623,3.8919204,4.4640895,4.178005,0.028872827,0.8632929,0.23347648,0.0066167808876756995,0.00032807000000001363,0.0,False
in_dist,00000683,0.29995728,10.0,10.0,1614.0,48.718711,6.7418484,20.225545,8.6039971,10.076788,9.3403926,0.024154128,0.93845725,0.36633663,0.007424318660838369,0.00035857999999999723,0.0,False
in_dist,00000686,0.54966736,7.0,7.0,3584.0,40.204241,1.083424,3.2502719,2.8172034,2.6989345,2.758069,0.032855997,0.12341633,0.15271125,0.006994678933996634,0.0001449600000000828,0.0,False
in_dist,00000688,0.40446091,5.0,5.0,2560.0,41.416797,0.86765454,2.6029636,1.9284504,1.8565919,1.8925211,0.043885283,0.079180274,0.066212315,0.005188052769234397,0.0002212600000000009,0.0,False
in_dist,00000702,0.406147,7.0,7.0,2635.0,40.406831,2.1506161,6.4518482,4.010794,4.4164629,4.2136285,0.034455827,0.9498998,0.22425722,0.00691186077906103,0.0002594000000000207,0.0,False
in_dist,00000710,0.30560684,4.0,4.0,2048.0,39.117676,0.86178426,2.5853528,1.9586869,1.4974889,1.7280879,0.042006658,0.066915888,0.076635514,0.006327816079534032,0.0006675700000000062,0.0,False
in_dist,00000716,0.2629509,4.0,4.0,2048.0,33.657715,0.90020349,2.7006105,1.4844417,2.2325816,1.8585117,0.037455559,0.20213713,0.1398041,0.007189063403939211,0.00031280000000000197,0.0,False
in_dist,00000722,0.588871,17.0,17.0,5345.0,28.884565,3.8737127,11.621138,7.4269638,7.8463337,7.6366488,0.016664269,0.92998138,0.64837281,0.011532614989822165,0.0008048999999999973,0.0,False
in_dist,00000724,0.57422256,8.0,8.0,4096.0,36.750244,0.8753587,2.6260761,2.0366305,1.6993264,1.8679785,0.039632073,0.11645794,0.086741191,0.00578316001744561,0.00021362999999996468,0.0,True
in_dist,00000726,0.45978546,7.0,7.0,1891.0,63.738763,1.479933,4.4397989,1.5758362,3.2069879,2.391412,0.032713294,0.89829328,0.34336283,0.004684724843958321,0.0002441400000000038,0.0,False
in_dist,00000730,0.5762291,8.0,8.0,4096.0,36.878662,0.9241193,2.7723579,2.220748,1.7862121,2.00348,0.034191776,0.093928669,0.18486251,0.006051865275409685,0.00030898999999995347,0.0,False
in_dist,00000737,0.36942673,10.0,10.0,1690.0,57.266864,4.9624884,14.887465,8.5136223,6.093289,7.3034556,0.021832927,0.90656349,0.19853748,0.034204343033548246,0.0014839100000000327,0.0,False
in_dist,00000744,0.46752548,6.0,6.0,3053.0,40.143793,1.2670072,3.8010215,2.5131959,2.2055087,2.3593523,0.039794451,0.92565971,0.065544107,0.006750725039136984,0.0005531300000000128,0.0,False
in_dist,00000761,0.5291481,10.0,10.0,4275.0,32.447485,1.5446114,4.6338341,4.5691752,4.5510318,4.5601035,0.036171467,0.75487465,0.23563543,0.008981034208919159,0.0003356999999999388,0.0,False
in_dist,00000767,0.60919189,9.0,9.0,4608.0,34.65625,0.95365385,2.8609616,2.2974778,2.4206147,2.3590462,0.039301721,0.13960703,0.17242959,0.008444292512081453,6.102999999990644e-05,0.0,False
in_dist,00000780,0.36638641,5.0,5.0,2560.0,37.517969,0.91888834,2.756665,1.638096,1.9203891,1.7792425,0.041256249,0.073259026,0.078752692,0.006067737799641204,0.00013351999999999808,0.0,False
in_dist,00000781,0.39341354,5.0,5.0,2560.0,40.285547,1.3837139,4.1511418,2.8381726,3.6146419,3.2264073,0.03271734,0.12696093,0.097534834,0.0066177392228198295,0.0006141699999999695,0.0,False
in_dist,00000790,0.61452103,8.0,8.0,4096.0,39.329346,0.85414113,2.5624234,1.9522544,2.2329706,2.0926125,0.033504665,0.067578875,0.08544101,0.005839843759774088,0.0010032599999999503,0.0,False
in_dist,00000804,0.26321411,15.0,15.0,1907.0,36.18301,6.3618794,19.085638,8.1595786,9.4694707,8.8145246,0.020525779,0.97671169,0.51898734,0.010101507982296032,0.0003356899999999996,0.0,False
in_dist,00000806,0.40786743,5.0,5.0,2560.0,41.765625,1.0731355,3.2194064,2.093358,2.0934929,2.0934254,0.043006503,0.093636448,0.081334773,0.005930398615159871,0.00036620999999997794,0.0,False
in_dist,00000810,0.60577011,10.0,10.0,4658.0,34.072993,1.4637884,4.3913652,4.8969509,5.1894646,5.0432077,0.028660521,0.29577465,1.1126761,0.010192477045532833,0.00013732999999993556,1.0,True
in_dist,00000818,0.39185715,5.0,5.0,2560.0,40.126172,0.86983856,2.6095157,2.0813635,1.4682488,1.7748062,0.046799973,0.094480127,0.076233184,0.011416289070197094,0.0003204399999999774,0.0,False
in_dist,00000822,0.62532425,8.0,8.0,4096.0,40.020752,0.90089798,2.702694,1.9058542,1.9994895,1.9526719,0.045184958,0.090149368,0.073898834,0.006404459208035118,0.00019073000000002782,0.0,True
in_dist,00000001,0.47942352,6.0,6.0,3072.0,40.910807,0.87078018,2.6123406,1.8904184,1.8493617,1.86989,0.047611457,0.085714286,0.06009129,0.005931723232037833,7.629999999980708e-06,0.0,False
in_dist,00000002,0.41261292,5.0,5.0,2560.0,42.251562,0.89898523,2.6969557,2.0047068,1.7672153,1.8859611,0.045171923,0.089394365,0.063644948,0.00607199674405523,7.247999999998589e-05,0.0,False
in_dist,00000005,0.57806396,10.0,10.0,4307.0,35.182029,0.87390449,2.6217135,1.9931466,1.6924596,1.8428031,0.039535184,0.85714286,0.28571429,0.009057102644668968,0.0018043500000000101,0.0,True
in_dist,00000007,0.347332,5.0,5.0,2560.0,35.566797,0.89610166,2.688305,1.9915824,1.52521,1.7583962,0.042266724,0.19609211,0.16120028,0.0070839267075312184,0.00047301999999999067,0.0,True
in_dist,00000011,0.22600555,6.0,6.0,1306.0,45.364472,4.8851094,14.655328,6.7978569,6.9125772,6.855217,0.038821912,0.97794192,0.34079174,0.006749306523353482,0.00020600000000001173,0.0,False
in_dist,00000014,0.32910919,4.0,4.0,2048.0,42.125977,0.88150237,2.6445071,1.8693212,1.99595,1.9326356,0.04242826,0.074012243,0.069588227,0.006192500774240162,0.0002365100000000231,0.0,False
in_dist,00000020,0.62485886,8.0,8.0,4096.0,39.990967,0.90129281,2.7038784,2.017156,2.1079926,2.0625743,0.039096661,0.075496559,0.074422917,0.006515791777915836,0.0009918300000000269,0.0,False
in_dist,00000033,0.32696152,4.0,4.0,2048.0,41.852051,1.0478658,3.1435975,2.2638188,2.0375232,2.150671,0.041381096,0.07594058,0.071677752,0.006469612651635814,0.0003700300000000212,0.0,False
in_dist,00000040,0.53908157,6.0,6.0,2784.0,50.760417,5.3028043,15.908413,6.3219283,8.3924501,7.3571892,0.0232421,0.96892525,0.11913675,0.004993550957204107,0.0008392299999999686,0.0,False
in_dist,00000041,0.37733078,6.0,6.0,2429.0,40.72252,2.5843859,7.7531576,6.3329028,6.7235663,6.5282345,0.028267479,0.9501429,0.14710649,0.007130111985906962,1.5259999999961416e-05,0.0,False
in_dist,00000042,0.58473206,9.0,9.0,4608.0,33.264757,0.91948651,2.7584595,1.819211,1.726198,1.7727045,0.036619638,0.41685649,0.28291572,0.007660005271711845,0.0011940000000000284,0.0,False
in_dist,00000046,0.58500671,9.0,9.0,4608.0,33.280382,0.82073807,2.4622142,1.7802931,1.6617159,1.7210045,0.037679388,0.26103093,0.22701525,0.006749701950045761,0.0008316000000000434,0.0,True
in_dist,00000049,0.62345505,8.0,8.0,4096.0,39.901123,0.87340913,2.6202274,2.0867171,2.1033531,2.0950351,0.039196888,0.069959252,0.065028973,0.006473417242047752,0.0005836500000000466,0.0,False
in_dist,00000061,0.37583542,6.0,6.0,2253.0,43.736352,1.297879,3.8936369,2.2534922,2.3272518,2.290372,0.039170601,0.82353849,0.095754717,0.005198849570629105,1.9070000000009912e-05,0.0,False
in_dist,00000065,0.23340988,13.0,13.0,1461.0,41.883641,8.8559472,26.567842,12.466859,12.377915,12.422387,0.007654623,0.97614442,0.2736014,0.010132473523840724,0.0005493099999999973,0.0,False
in_dist,00000068,0.58087921,11.0,11.0,4491.0,33.902917,0.9178327,2.7534981,2.0946186,1.8157357,1.9551771,0.037861766,0.69946333,0.54143646,0.011239047292534998,0.0016517600000000021,0.0,False
in_dist,00000071,0.4079361,5.0,5.0,2560.0,41.772656,0.93864438,2.8159331,1.9995646,1.8691038,1.9343342,0.047153794,0.084768087,0.059742215,0.005949887850373425,0.00016404000000003194,0.0,False
in_dist,00000072,0.40611649,5.0,5.0,2560.0,41.586328,0.98919856,2.9675957,2.01882,2.030384,2.024602,0.042471336,0.076837725,0.087767339,0.0061444697963737305,0.00027847999999996986,0.0,False
in_dist,00000089,0.32197189,4.0,4.0,2048.0,41.212402,0.91928751,2.7578625,2.3627465,2.1105464,2.2366465,0.035732743,0.067663408,0.058397933,0.006109868344656433,0.000148780000000015,0.0,False
in_dist,00000093,0.32640839,4.0,4.0,2048.0,41.780273,0.9575833,2.8727499,1.9655572,2.0988845,2.0322208,0.042028163,0.075943956,0.06995963,0.005687746793887949,0.00011443999999999344,0.0,False
in_dist,00000095,0.28424835,5.0,5.0,2560.0,29.107031,0.91443985,2.7433196,1.6832463,1.6966612,1.6899538,0.033033568,0.22056834,0.21244926,0.007253769255557763,0.0004920900000000006,0.0,False
in_dist,00000102,0.22969055,15.0,15.0,1577.0,38.181357,7.39432,22.18296,9.9468688,10.343269,10.145069,0.026233041,0.97630484,0.24153499,0.013920519021279332,6.86699999999929e-05,0.0,True
in_dist,00000112,0.62386703,8.0,8.0,4096.0,39.92749,0.86050163,2.5815049,2.0960011,2.0232292,2.0596152,0.038488937,0.072198379,0.068150209,0.0065173612756247445,0.00034332999999997504,0.0,False
in_dist,00000113,0.54021454,7.0,7.0,3584.0,39.512835,0.81538976,2.4461693,1.5301492,1.8200714,1.6751103,0.048455845,0.062755222,0.059393369,0.00601071903828565,0.00022887999999998687,0.0,False
in_dist,00000126,0.6206398,12.0,12.0,5257.0,30.953586,2.1346532,6.4039597,6.7146006,7.562618,7.1386093,0.021486013,0.9587156,0.21203438,0.01236010007684396,0.0007629399999999897,0.0,False
in_dist,00000128,0.59924316,8.0,8.0,4096.0,38.351562,0.92379535,2.771386,1.9588184,2.0459643,2.0023914,0.035800997,0.078957604,0.076577017,0.006643825927760472,0.00026322000000000845,0.0,False
