split,model,name,disagreement,abs_err_cd_mean,pred_fg_dev,pred_cc_dev
extreme,unet,32,0.010123814129282316,0.272904,0.0022544799999999476,0.0
extreme,deeplabv3plus,32,0.013903855061837667,0.20175924,0.0059928899999999174,0.0
extreme,hrnet,32,0.009283070746191613,0.17765454,0.0005378699999999403,0.0
extreme,segformer,32,0.009762956430068304,0.14407044,0.0005378699999999403,0.0
extreme,unet,33,0.015780173585837942,0.67689596,0.0023689299999999913,0.0
extreme,deeplabv3plus,33,0.013312476638539295,1.6758226,0.002098080000000002,0.0
extreme,hrnet,33,0.011420057916253445,1.9179222,0.0005607599999999935,0.0
extreme,segformer,33,0.011599325390280746,2.0357578,0.0005607599999999935,0.0
extreme,unet,34,0.00985521547593271,0.0072329377,0.002052309999999946,0.0
extreme,deeplabv3plus,34,0.013041287831462633,0.3814911,0.006767280000000042,0.0
extreme,hrnet,34,0.009247478686376542,0.086376032,0.0008239799999999464,0.0
extreme,segformer,34,0.009346366507407944,0.058658782,0.0008239799999999464,0.0
extreme,unet,35,0.009870842682754843,0.52937518,0.001625060000000067,0.0
extreme,deeplabv3plus,35,0.01473269325565052,0.0060335426,0.005645749999999894,0.0
extreme,hrnet,35,0.009513172011006543,0.4552212,7.628999999997887e-05,0.0
extreme,segformer,35,0.010114155310548933,0.47091306,7.628999999997887e-05,0.0
extreme,unet,36,0.009966174310372722,0.072453898,0.0022468600000000727,0.0
extreme,deeplabv3plus,36,0.01363075723760021,0.3055867,0.00647354,0.0
extreme,hrnet,36,0.009246756195462447,0.013857754,0.0004119900000000287,0.0
extreme,segformer,36,0.009880420190616523,0.026988382,0.0004119900000000287,0.0
extreme,unet,37,0.018265512669599637,0.09411078,0.002765649999999953,0.0
extreme,deeplabv3plus,37,0.020726618708875932,0.48485302,0.002765649999999953,1.0
extreme,hrnet,37,0.016686765712575213,0.00073098927,0.0034522999999999637,0.0
extreme,segformer,37,0.028599412234726174,0.69052953,0.009666440000000054,0.0
extreme,unet,4,0.013573213672017137,0.49503962,4.196000000000755e-05,0.0
extreme,deeplabv3plus,4,0.012290997376918966,0.19070341,0.0016937300000000044,0.0
extreme,hrnet,4,0.010670042953487613,0.12237295,4.196000000000755e-05,0.0
extreme,segformer,4,0.010648335822103339,0.070684106,0.0003891000000000311,0.0
extreme,unet,40,0.006734490376786195,0.26539195,0.0008926400000000001,0.0
extreme,deeplabv3plus,40,0.008776612841905895,0.00067431483,0.001808160000000003,0.0
extreme,hrnet,40,0.0064768866970214,0.16341393,0.00020980999999997696,0.0
extreme,segformer,40,0.006493020093180646,0.18671064,0.00020980999999997696,0.0
extreme,unet,41,0.009506758699776796,0.040702941,0.0027694700000000516,0.0
extreme,deeplabv3plus,41,0.012554218732004685,0.35568016,0.006156929999999949,0.0
extreme,hrnet,41,0.008852751640588408,0.074778434,0.0007324300000000061,0.0
extreme,segformer,41,0.008871147140779079,0.064005107,0.0007324300000000061,0.0
extreme,unet,44,0.01683200655687722,1.5214844,0.002147679999999985,0.0
extreme,deeplabv3plus,44,0.021805553758031837,1.6593192,0.004043580000000047,0.0
extreme,hrnet,44,0.017985682112604096,1.1735491,0.00476073999999993,0.0
extreme,segformer,44,0.016609168377701766,1.3616071,0.002147679999999985,0.0
extreme,unet,45,0.01875801293413637,0.46907552,0.0007438600000000406,0.0
extreme,deeplabv3plus,45,0.020873824048368017,0.50374349,0.0007438600000000406,0.0
extreme,hrnet,45,0.018309096028059524,0.62386068,0.0035591099999999765,0.0
extreme,segformer,45,0.019360661061491924,0.29622396,0.00485611000000008,0.0
extreme,unet,47,0.010251258103405991,0.029298919,0.0023651199999999983,0.0
extreme,deeplabv3plus,47,0.013809213222736538,0.40571698,0.007579809999999965,0.0
extreme,hrnet,47,0.009415006532663917,0.073122818,0.0005378799999999906,0.0
extreme,segformer,47,0.009665800669430347,0.059945403,0.0005378799999999906,0.0
extreme,unet,48,0.009091420098917946,0.019684207,0.0007476800000000283,0.0
extreme,deeplabv3plus,48,0.01214570983279517,0.33835619,0.004096980000000028,0.0
extreme,hrnet,48,0.008425333407656943,0.083207197,0.0007476800000000283,0.0
extreme,segformer,48,0.00881373972348587,0.0016048068,0.0010757499999999864,0.0
extreme,unet,49,0.016509125356581555,1.175715,0.0025253299999999923,0.0
extreme,deeplabv3plus,49,0.020959275040205783,0.60224597,0.006595609999999974,0.0
extreme,hrnet,49,0.014868835315552942,1.0835468,0.00014877000000002027,0.0
extreme,segformer,49,0.0183965518121737,1.0717657,0.00014877000000002027,1.0
extreme,unet,5,0.00995595943281169,0.39807804,0.001708980000000082,0.0
extreme,deeplabv3plus,5,0.012260761134568199,0.1665696,0.0022277800000000125,0.0
extreme,hrnet,5,0.009866629657378723,0.24447964,0.0009040800000000848,0.0
extreme,segformer,5,0.009865614251101107,0.33663366,0.0009040800000000848,0.0
extreme,unet,50,0.014874197960464852,0.0045957254,0.0038070699999999125,0.0
extreme,deeplabv3plus,50,0.019048787044834925,0.39841113,0.007289890000000021,0.0
extreme,hrnet,50,0.014330658434960175,0.052998814,0.001987459999999941,0.0
extreme,segformer,50,0.019272049862017027,0.64061451,0.001987459999999941,0.0
extreme,unet,51,0.01570261994424582,1.0471407,0.005229950000000039,0.0
extreme,deeplabv3plus,51,0.019785009820518673,0.50508791,0.006927489999999925,0.0
extreme,hrnet,51,0.01515969169952991,1.0077039,0.004238129999999951,0.0
extreme,segformer,51,0.022029115136854238,1.6108342,0.004238129999999951,1.0
extreme,unet,52,0.018581007821866558,0.18532248,0.007076260000000056,0.0
extreme,deeplabv3plus,52,0.02314326669254685,0.31065299,0.006805420000000062,0.0
extreme,hrnet,52,0.018523313843818223,0.19528615,0.006805420000000062,0.0
extreme,segformer,52,0.029570667430321884,1.3250317,0.00942993000000003,3.0
extreme,unet,55,0.008849851326361402,0.27406762,0.0003204299999999827,0.0
extreme,deeplabv3plus,55,0.009373958068847998,0.37904681,0.0010375899999999771,0.0
extreme,hrnet,55,0.007796747153706485,0.27311403,0.0003204299999999827,0.0
extreme,segformer,55,0.007671787720938128,0.17595545,0.0011291499999999677,0.0
extreme,unet,56,0.00884269547057237,0.24623269,0.0009574900000000053,0.0
extreme,deeplabv3plus,56,0.011593713835471142,0.1113528,0.0040054300000000875,0.0
extreme,hrnet,56,0.008205190595970246,0.12690669,0.0004234300000000024,0.0
extreme,segformer,56,0.0086699166260501,0.082287994,0.0004234300000000024,1.0
extreme,unet,57,0.005027566356541668,0.39583333,0.001510620000000018,0.0
extreme,deeplabv3plus,57,0.006691181612794694,0.16080729,0.0013618399999999475,0.0
extreme,hrnet,57,0.004885367827223264,0.26692708,0.00011824999999998642,0.0
extreme,segformer,57,0.0050157989953681925,0.27701823,0.00011824999999998642,0.0
extreme,unet,58,0.007356860359987394,0.31843914,0.0030288699999999613,1.0
extreme,deeplabv3plus,58,0.00833178497279674,0.27278646,0.00038146999999999487,0.0
extreme,hrnet,58,0.005757243598918382,0.26595052,0.00046157999999996147,0.0
extreme,segformer,58,0.006175863059036946,0.31282552,0.00038146999999999487,0.0
extreme,unet,59,0.007356860359987394,0.41902507,0.0030288699999999613,1.0
extreme,deeplabv3plus,59,0.00833178497279674,0.17220052,0.00038146999999999487,0.0
extreme,hrnet,59,0.005757243598918382,0.16536458,0.00046157999999996147,0.0
extreme,segformer,59,0.006175863059036946,0.21223958,0.00038146999999999487,0.0
extreme,unet,6,0.010569391412902251,0.23301193,0.0013542199999999616,0.0
extreme,deeplabv3plus,6,0.01302232318032226,0.056348417,0.002681730000000049,0.0
extreme,hrnet,6,0.010627901879933233,0.16699431,0.0009765600000000152,0.0
extreme,segformer,6,0.010956619249016142,0.23880723,0.0009765600000000152,0.0
extreme,unet,60,0.007356860359987394,0.27612143,0.0030288699999999613,1.0
extreme,deeplabv3plus,60,0.00833178497279674,0.31510417,0.00038146999999999487,0.0
extreme,hrnet,60,0.005757243598918382,0.30826823,0.00046157999999996147,0.0
extreme,segformer,60,0.006175863059036946,0.35514323,0.00038146999999999487,0.0
extreme,unet,62,0.007356860359987394,0.4974756,0.0030288699999999613,1.0
extreme,deeplabv3plus,62,0.00833178497279674,0.09375,0.00038146999999999487,0.0
extreme,hrnet,62,0.005757243598918382,0.086914062,0.00046157999999996147,0.0
extreme,segformer,62,0.006175863059036946,0.13378906,0.00038146999999999487,0.0
extreme,unet,63,0.005027566356541668,0.43033854,0.001510620000000018,0.0
extreme,deeplabv3plus,63,0.006691181612794694,0.1953125,0.0013618399999999475,0.0
extreme,hrnet,63,0.004885367827223264,0.30143229,0.00011824999999998642,0.0
extreme,segformer,63,0.0050157989953681925,0.31152344,0.00011824999999998642,0.0
extreme,unet,64,0.007356860359987394,0.4740381,0.0030288699999999613,1.0
extreme,deeplabv3plus,64,0.00833178497279674,0.1171875,0.00038146999999999487,0.0
extreme,hrnet,64,0.005757243598918382,0.11035156,0.00046157999999996147,0.0
extreme,segformer,64,0.006175863059036946,0.15722656,0.00038146999999999487,0.0
extreme,unet,65,0.007356860359987394,0.47468914,0.0030288699999999613,1.0
extreme,deeplabv3plus,65,0.00833178497279674,0.11653646,0.00038146999999999487,0.0
extreme,hrnet,65,0.005757243598918382,0.10970052,0.00046157999999996147,0.0
extreme,segformer,65,0.006175863059036946,0.15657552,0.00038146999999999487,0.0
extreme,unet,66,0.01043908564765561,0.014028086,0.0013732899999999715,0.0
extreme,deeplabv3plus,66,0.014105265184164772,0.35046893,0.005168909999999971,0.0
extreme,hrnet,66,0.009886470580164786,0.073810196,0.0007781999999999512,0.0
extreme,segformer,66,0.009751244037593754,0.038853566,0.0007781999999999512,0.0
extreme,unet,67,0.009927150203221102,0.20948361,0.0018119800000000463,0.0
extreme,deeplabv3plus,67,0.01349741671866056,0.17719347,0.005744940000000032,0.0
extreme,hrnet,67,0.009388935949732446,0.10054314,0.000305180000000016,0.0
extreme,segformer,67,0.009756240339670597,0.12721879,0.000305180000000016,0.0
extreme,unet,69,0.009938792685685094,0.63260358,0.0013809200000000077,0.0
extreme,deeplabv3plus,69,0.013923777157233475,0.20733556,0.003471380000000024,0.0
extreme,hrnet,69,0.009441491571570704,0.44618598,0.0005340600000000029,0.0
extreme,segformer,69,0.00978611616131253,0.53819934,0.0005340600000000029,0.0
extreme,unet,7,0.03580824491264689,1.370653,0.005649570000000048,1.0
extreme,deeplabv3plus,7,0.027633519028893994,2.923196,0.0017471300000000412,1.0
extreme,hrnet,7,0.025673882952565008,2.8401795,0.0017471300000000412,1.0
extreme,segformer,7,0.03526277267447464,5.7579239,0.006565089999999996,1.0
extreme,unet,70,0.013201822021183585,0.072609922,0.001361840000000003,0.0
extreme,deeplabv3plus,70,0.015107613930551822,0.38462858,0.0037307699999999944,0.0
extreme,hrnet,70,0.010708881161627049,0.1065445,0.000606529999999994,0.0
extreme,segformer,70,0.011052904903689265,0.038189667,0.000606529999999994,0.0
extreme,unet,71,0.010542117810162566,0.053883196,0.002731330000000032,1.0
extreme,deeplabv3plus,71,0.013566878451452435,0.3434773,0.005455010000000038,1.0
extreme,hrnet,71,0.009793784277484341,0.069553483,0.0016403200000000284,1.0
extreme,segformer,71,0.01056431006353653,0.050535195,0.0016403200000000284,1.0
extreme,unet,72,0.011579704246913014,0.010826211,0.002754209999999979,0.0
extreme,deeplabv3plus,72,0.015022287272100754,0.40389035,0.005962369999999995,0.0
extreme,hrnet,72,0.010677590170810602,0.094751732,0.00026322000000000845,0.0
extreme,segformer,72,0.012084912968546302,0.11943053,0.00026322000000000845,0.0
extreme,unet,8,0.011495303905688203,0.059407552,0.0028343199999999458,0.0
extreme,deeplabv3plus,8,0.014860852383039691,0.30598958,0.007564550000000003,0.0
extreme,hrnet,8,0.01130292317199133,0.062988281,0.0018692099999999545,0.0
extreme,segformer,8,0.01145608089068817,0.016764323,0.0018692099999999545,0.0
extreme,unet,9,0.2545656977924228,0.13085938,0.0001869199999999932,0.0
extreme,deeplabv3plus,9,0.2548972676382597,0.03515625,6.103999999999832e-05,0.0
extreme,hrnet,9,0.2543269565437086,0.06640625,6.103999999999832e-05,0.0
extreme,segformer,9,0.7537768681911102,48.21715,0.32625962000000003,2.0
